,Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,total_hrs
206,80821,tEoius1PsNHcDBE3g8f6uQ,Taki Japanese Steakhouse,4040 E 82 St,Indianapolis,IN,46250,39.9074506,-86.0962856,4.5,9,0,"{'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Japanese","{'Monday': '17:0-21:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",69.0
210,39143,mC_mN6yEZwpoZi11ZsGr2g,Castleton Grill,6010 E 82nd St,Indianapolis,IN,46250,39.9058647,-86.0645386,3.5,105,0,"{'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'""}","American (Traditional), Nightlife, Bars, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '9:0-21:0'}",80.0
213,78930,bqrkRvwviKZPmrEXGp3Tdw,Madera Tex-Mex Barbecue,5711 E 71st St,Indianapolis,IN,46220,39.882652,-86.070943,4.5,72,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BYOB': 'False', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'Smoking': ""u'outdoor'"", 'CoatCheck': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': None, 'classy': False, 'casual': None}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'True', 'RestaurantsTakeOut': 'True'}","Event Planning & Services, Nightlife, Beer, Wine & Spirits, Restaurants, Caterers, Sports Bars, Beer Bar, Tex-Mex, Barbeque, Mexican, Bars, Sandwiches, Food","{'Monday': '0:0-0:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",71.0
217,53059,LBWjsq9-T-yFQJCNblI0Ig,Rally's,839 US 31 North,Greenwood,IN,46142,39.628888814,-86.1216931778,1.0,15,0,"{'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Burgers, Restaurants, Fast Food","{'Monday': '10:0-1:0', 'Tuesday': '10:0-1:0', 'Wednesday': '10:0-1:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-1:0'}",107.0
218,31239,zjiPXy-2-BVnQQzuCIYsPw,Chef Mike's Charcoal Grill,5910 W 86th St,Indianapolis,IN,46278,39.9113614,-86.2651795,3.0,209,0,"{'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DriveThru': 'False', 'HappyHour': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True'}","Home & Garden, Shopping, Appliances, Burgers, American (Traditional), Restaurants, Seafood, Italian","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-22:0'}",83.0
219,30865,cYZzwOnwzppjuzseAi2p9w,Papa Roux,8950 E 10th St,Indianapolis,IN,46219,39.782133,-86.010877,4.5,391,0,"{'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'loud'"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'RestaurantsTableService': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True'}","Sandwiches, Restaurants, Cajun/Creole","{'Tuesday': '10:30-15:0', 'Wednesday': '10:30-15:0', 'Thursday': '10:30-15:0', 'Friday': '10:30-15:0', 'Saturday': '10:30-15:0'}",27.5
220,114749,L-UeDOl6WfJWdpWePuVvPA,Nature's Pharm,5888 E 82nd St,Indianapolis,IN,46250,39.905325,-86.067005,3.5,15,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'OutdoorSeating': 'False'}","Kombucha, Shopping, Restaurants, Vitamins & Supplements, Gluten-Free, Health & Medical, Health Markets, Food, Organic Stores, Specialty Food, Grocery, Coffee & Tea","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '11:0-18:0'}",61.0
224,82386,cbZFybFzq0_kF_pn_I4fCg,Ponderosa Steakhouse,5005 S Emerson Ave,Indianapolis,IN,46237,39.6941162,-86.081717,3.0,34,0,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'Caters': 'True', 'BikeParking': 'False', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}""}","Buffets, Steakhouses, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}",71.0
230,7150,G_gkdBVK8N5Sp9CSGnYeMw,Shapiro's Delicatessen,918 S Range Line Rd,Carmel,IN,46032,39.9673533,-86.1272811,4.0,38,0,"{'WiFi': ""u'free'"", 'Alcohol': ""u'beer_and_wine'"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Corkage': 'False', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsDelivery': 'False', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True'}","Bagels, Food, Bakeries, Desserts, Delis, Restaurants","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:30', 'Saturday': '8:0-20:30', 'Sunday': '8:0-20:0'}",75.0
240,40323,jJbygynjo79uPbGwhPiONw,Crab general,921 Broad Ripple Ave,Indianapolis,IN,46220,39.8695127,-86.142204,3.5,74,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'DogsAllowed': 'False', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'no'""}","Seafood, Nightlife, Restaurants, Bars, Hot Pot, Japanese","{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-23:30', 'Saturday': '11:30-23:30', 'Sunday': '12:0-22:0'}",78.0
241,75827,spI57kZeyqET9E1OImm-5A,Rally's,6742 E 82nd St,Indianapolis,IN,46250,39.905553,-86.0501024,1.5,11,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'WiFi': ""'no'"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'False'}","Burgers, Restaurants, Fast Food","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-3:0', 'Saturday': '10:0-3:0', 'Sunday': '10:0-0:0'}",105.0
242,124000,lceg7OnsK2ea48t4vv0HJA,Gauchos Brazilian Steakhouse,6935 Lake Plaza Dr,Indianapolis,IN,46220,39.881481,-86.06725,4.5,53,0,"{'RestaurantsTakeOut': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True'}","Steakhouses, Brazilian, Restaurants","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '14:0-22:0', 'Sunday': '14:0-20:0'}",44.0
243,115546,4MFIksBbFgsbVyqH9Tmoiw,Pizzology Craft Pizza & Pub,"608 Massachusetts Ave, Ste A",Indianapolis,IN,46204,39.7757298,-86.1482486,3.5,244,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'CoatCheck': 'False', 'HappyHour': 'False', 'Caters': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'Music': ""{'dj': False}"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'no'"", 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""'free'"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'GoodForDancing': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}"", 'BusinessAcceptsBitcoin': 'False'}","Italian, Cocktail Bars, Food, Nightlife, Bars, Wine Bars, Restaurants, Beer Bar, Pubs, Pizza, Soul Food","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}",78.0
245,121232,PCuAqqi1rTKO0nZdAyYdgQ,Super Bowl Pho,5603 E Washington St,Indianapolis,IN,46219,39.77039,-86.07192,3.5,73,0,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BikeParking': 'True', 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True'}","Chinese, Vietnamese, Soup, Restaurants","{'Monday': '0:0-0:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-21:0'}",53.5
251,37060,vSs6HuO0gw6YiBvbyv_bxg,Madison Grill,3003 Madison Ave,Indianapolis,IN,46227,39.7223458,-86.149685,4.0,50,0,"{'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'Caters': 'False', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False'}","Food, Desserts, American (Traditional), Restaurants","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",98.0
254,90738,6gH1VR1YwBBOg8nUCPki2Q,Pioneer,1110 Shelby St,Indianapolis,IN,46203,39.751905,-86.139997,4.0,198,0,"{'OutdoorSeating': 'True', 'HappyHour': 'False', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'GoodForKids': 'False', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'Smoking': ""u'outdoor'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': None, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'loud'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'RestaurantsReservations': 'None', 'GoodForDancing': 'False', 'Caters': 'False', 'CoatCheck': 'False', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False'}","Music Venues, Restaurants, Italian, Bars, Cocktail Bars, Nightlife, American (New), Arts & Entertainment","{'Monday': '0:0-0:0', 'Wednesday': '18:30-23:0', 'Thursday': '18:30-0:0', 'Friday': '18:30-1:30', 'Saturday': '18:30-1:30'}",50.0
256,5496,ju1qrGJ1mcc1sc2oRX7X5g,West Coast Taco Truck,831 Broad Ripple Ave,Indianapolis,IN,46220,39.869476,-86.1436545,3.5,58,0,"{'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'""}","Street Vendors, Food Trucks, Mexican, Restaurants, Food Stands, Food","{'Monday': '11:0-8:30', 'Tuesday': '11:0-8:30', 'Wednesday': '11:0-8:30', 'Thursday': '11:0-0:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0'}",109.5
263,37522,lUMn7wgM-frtkxg5WuYUDg,Plum's Upper Room,112 S Main St,Zionsville,IN,46077,39.950545,-86.261705,3.5,33,0,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3'}","French, Bars, Restaurants, Nightlife","{'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-21:30', 'Saturday': '16:0-21:30'}",27.5
270,100282,HLeb5lATEQmqW3VrYTdVig,The Bar At the Ambassador,43 E 9th St,Indianapolis,IN,46204,39.7790973,-86.1560212,2.5,16,0,"{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'Caters': 'False', 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Bars, Nightlife, American (Traditional), Cajun/Creole, Restaurants","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-2:0', 'Saturday': '17:0-2:0', 'Sunday': '12:0-0:0'}",92.0
